frame_id,source,frame,camera,folder,blur,brightness,blur_bin,brightness_bin,max_conf,conf_band,n_boxes,max_area_frac,large_box
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2661.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2661.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,58.4,124.0,mid,high,0.215,low,2,0.005406,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2672.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2672.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,44.2,126.2,low,high,0.122,low,1,0.002487,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2673.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2673.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,46.2,126.0,low,high,0.454,mid,3,0.014337,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2691.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2691.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,45.4,122.9,low,high,0.880,high,1,0.010656,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2757.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2757.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,134.3,124.0,high,high,0.582,high,1,0.006438,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2800.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2800.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,130.0,119.1,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/104GOPRO/GOPR2871.JPG,ALLFISHDATA,Predator camera/DCIM/104GOPRO/GOPR2871.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/104GOPRO,97.5,130.1,high,high,0.111,low,1,0.008968,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3223.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3223.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,77.2,116.3,high,high,0.190,low,1,0.003541,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3254.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3254.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,107.4,113.8,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3282.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3282.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,85.6,110.3,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3287.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3287.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,85.4,107.1,high,mid,0.224,low,1,0.002984,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3319.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3319.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,84.6,97.4,high,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3347.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3347.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,107.5,65.0,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3351.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3351.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,172.0,57.3,high,low,0.281,mid,1,0.000784,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3361.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3361.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,58.2,14.6,mid,low,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3366.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3366.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,19.4,6.7,low,low,0.187,low,1,0.023970,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3367.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3367.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,17.8,6.2,low,low,0.304,mid,1,0.023081,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3614.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3614.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,0.2,0.0,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3857.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3857.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,144.5,43.1,high,low,0.234,low,1,0.000527,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3859.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3859.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,174.2,56.6,high,low,0.612,high,1,0.000582,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3860.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3860.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,161.4,61.4,high,low,0.644,high,1,0.000563,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3891.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3891.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,103.4,99.8,high,mid,0.567,high,2,0.000750,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3900.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3900.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,148.3,108.9,high,mid,0.341,mid,4,0.002657,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3907.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3907.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,130.7,111.1,high,high,0.643,high,3,0.001827,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3966.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3966.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,158.3,117.6,high,high,0.370,mid,2,0.003893,no
ALLFISHDATA/Predator camera/DCIM/105GOPRO/GOPR3992.JPG,ALLFISHDATA,Predator camera/DCIM/105GOPRO/GOPR3992.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/105GOPRO,167.4,119.0,high,high,0.768,high,3,0.002991,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4133.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4133.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,134.6,130.4,high,high,0.407,mid,4,0.005696,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4170.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4170.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,160.4,124.4,high,high,0.133,low,1,0.001046,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4177.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4177.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,164.8,125.1,high,high,0.488,mid,2,0.003071,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4204.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4204.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,160.2,125.1,high,high,0.131,low,1,0.001989,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4206.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4206.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,139.5,124.2,high,high,0.114,low,1,0.002805,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4215.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4215.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,138.7,122.9,high,high,0.613,high,1,0.002816,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4217.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4217.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,168.4,120.0,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4218.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4218.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,130.2,118.4,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4346.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4346.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,184.9,123.7,high,high,0.197,low,2,0.002856,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4352.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4352.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,193.5,128.1,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4358.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4358.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,269.7,129.5,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4370.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4370.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,90.9,134.1,high,high,0.608,high,4,0.004777,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4371.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4371.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,97.2,132.7,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4377.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4377.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,183.3,127.1,high,high,0.329,mid,3,0.006230,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4410.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4410.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,223.3,124.1,high,high,0.840,high,1,0.005940,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4443.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4443.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,254.3,119.4,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4450.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4450.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,228.1,122.0,high,high,0.406,mid,2,0.006787,no
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4461.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4461.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,2537.4,85.5,high,mid,0.840,high,4,0.372305,yes
ALLFISHDATA/Predator camera/DCIM/106GOPRO/GOPR4512.JPG,ALLFISHDATA,Predator camera/DCIM/106GOPRO/GOPR4512.JPG,Predator,ALLFISHDATA/Predator camera/DCIM/106GOPRO,1271.8,104.9,high,mid,0.233,low,2,0.326227,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0170.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0170.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,38.2,120.8,low,high,0.753,high,3,0.418958,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0176.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0176.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,168.5,114.6,high,high,0.693,high,2,0.228825,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0230.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0230.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,74.0,132.2,high,high,0.250,mid,1,0.006117,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0294.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0294.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,65.9,131.7,mid,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0372.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0372.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,95.4,128.4,high,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0640.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0640.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,104.1,83.4,high,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0683.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0683.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,102.8,68.3,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0799.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0799.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,95.3,76.0,high,mid,0.791,high,2,0.228141,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0832.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0832.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,45.3,103.6,low,mid,0.275,mid,2,0.001139,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0839.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0839.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,38.5,107.5,low,mid,0.214,low,1,0.002157,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0861.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0861.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,48.8,109.9,mid,high,0.118,low,1,0.003790,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0897.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0897.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,44.4,119.6,low,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0909.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0909.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,53.7,108.0,mid,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR0914.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR0914.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,3229.0,68.4,high,low,0.127,low,2,0.187110,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR1006.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR1006.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,62.6,116.4,mid,high,0.580,high,1,0.004333,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR1028.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR1028.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,70.4,115.0,high,high,0.127,low,1,0.004380,no
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR1135.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR1135.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,69.3,106.8,high,mid,0.269,mid,2,0.109976,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR1143.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR1143.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,67.3,107.3,high,mid,0.157,low,1,0.120810,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR1153.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR1153.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,45.6,112.2,low,high,0.409,mid,4,0.192003,yes
ALLFISHDATA/Primary camera/DCIM/100GOPRO/GOPR1162.JPG,ALLFISHDATA,Primary camera/DCIM/100GOPRO/GOPR1162.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/100GOPRO,51.0,110.1,mid,high,0.459,mid,3,0.202445,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1234.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1234.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,123.7,59.2,high,low,0.549,high,2,0.372781,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1280.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1280.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,7.5,2.0,low,low,0.209,low,1,0.143698,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1287.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1287.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,7.5,1.9,low,low,0.260,mid,1,0.139544,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1339.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1339.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,7.5,2.2,low,low,0.699,high,1,0.143822,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1446.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1446.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,5.8,1.7,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1569.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1569.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,51.4,112.6,mid,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1605.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1605.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,52.1,118.3,mid,high,0.487,mid,3,0.018325,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1699.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1699.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,45.4,109.7,low,high,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1783.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1783.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,76.5,115.2,high,high,0.921,high,2,0.265946,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1801.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1801.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,53.7,114.1,mid,high,0.190,low,1,0.022507,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1802.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1802.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,66.2,114.5,high,high,0.374,mid,1,0.003275,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1803.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1803.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,74.3,120.1,high,high,0.185,low,1,0.003163,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1806.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1806.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,62.1,121.4,mid,high,0.528,high,1,0.003173,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR1830.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR1830.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,77.4,103.5,high,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2028.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2028.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,45.8,71.3,low,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2035.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2035.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,72.2,65.9,high,low,0.167,low,1,0.382071,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2043.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2043.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,80.3,54.9,high,low,0.422,mid,1,0.364431,yes
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2051.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2051.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,79.0,21.3,high,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/101GOPRO/GOPR2052.JPG,ALLFISHDATA,Primary camera/DCIM/101GOPRO/GOPR2052.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/101GOPRO,63.6,16.7,mid,low,0.484,mid,3,0.287549,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2332.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2332.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,70.3,66.7,high,low,0.777,high,7,0.453211,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2344.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2344.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,134.7,37.4,high,low,0.467,mid,4,0.390983,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2350.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2350.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,60.4,12.0,mid,low,0.939,high,2,0.230250,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2471.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2471.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,1.1,0.1,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2694.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2694.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,0.9,0.1,low,low,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2820.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2820.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,4.2,1.2,low,low,0.695,high,1,0.226249,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2837.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2837.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,66.0,109.7,mid,high,0.186,low,2,0.231826,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2838.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2838.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,73.3,109.9,high,high,0.461,mid,1,0.163276,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2839.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2839.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,68.9,117.6,high,high,0.197,low,2,0.150733,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2841.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2841.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,1882.5,110.6,high,high,0.834,high,3,0.398600,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2847.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2847.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,2705.7,99.0,high,mid,0.337,mid,3,0.348894,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2880.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2880.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,71.0,92.7,high,mid,0.140,low,1,0.306591,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR2971.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR2971.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.6,81.5,low,mid,0.138,low,1,0.295715,yes
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3004.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3004.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,78.9,77.1,high,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3014.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3014.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,44.9,74.7,low,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3017.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3017.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,46.5,73.8,mid,mid,0.000,none,0,0.000000,no
ALLFISHDATA/Primary camera/DCIM/102GOPRO/GOPR3118.JPG,ALLFISHDATA,Primary camera/DCIM/102GOPRO/GOPR3118.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/102GOPRO,45.6,67.1,low,low,0.317,mid,1,0.000797,no
